ID,first_name,last_name,player_id
617,Charles,Bediako,1641777
618,Brice,Williams,1642924
619,Dennis,Smith Jr.,1628372
620,Augustas,Marciulionis,1643051
621,Kendall,Brown,1631112
622,Jared,Rhoden,1631197
623,Jalen,Bridges,1641779
624,Ulrich,Chomche,1642279
625,Charlie,Brown Jr.,1629718
626,Spencer,Dinwiddie,203915
627,Marques,Bolden,1629716
628,Taevion,Kinsey,1641795
629,Alex,Toohey,1642893
630,Jared,Butler,1630215
631,David,Duke Jr.,1630561
632,Damion,Baugh,1641878
633,Tyrese,Samuel,1642487
634,James,Akinjo,1631231
635,Max,Abmas,1630546
636,Cameron,McGriff,1630787
637,Malcolm,Brogdon,1627763
638,MJ,Walker,1630640
639,Gabe,Madsen,1643019
640,Deivon,Smith,1643090
641,Miller,Kopp,1642046
642,RJ,Luis Jr.,1642961
643,Mouhamadou,Gueye,1631338
644,Jalen,Crutcher,1630622
645,Zeng,Fanbo,1630855
646,Dariq,Whitehead,1641727
647,Jazian,Gortman,1641789
648,Adam,Flagler,1641745
649,Emoni,Bates,1641734
650,Ibou,Badji,1630641
651,Dexter,Dennis,1641926
652,Delon,Wright,1626153
653,Matthew,Cleveland,1642888
654,DJ,Rodman,1642485
655,Justin,Minaya,1631303
656,James,Johnson,201949
657,P.J.,Tucker,200782
658,Vlatko,Cancar,1628427
659,Torrey,Craig,1628470
660,Kevin,Knox II,1628995
661,Chuma,Okeke,1629643
662,Tristan,Thompson,202684
663,Ben,Simmons,1627732
664,Patty,Mills,201988
665,Malik,Beasley,1627736
666,Shake,Milton,1629003
667,Markieff,Morris,202693
668,Cory,Joseph,202709
669,Alec,Burks,202692
670,Lamar,Stevens,1630205
671,Trey,Lyles,1626168
672,Jae,Crowder,203109
673,Talen,Horton-Tucker,1629659
674,Kai,Jones,1630539
675,Kylor,Kelley,1630283
676,Keion,Brooks Jr.,1631232
677,Alex,Ducas,1642505
678,Elfrid,Payton,203901
679,Damion,Lee,1627814
680,Bol,Bol,1629626
681,DaQuan,Jeffries,1629610
682,Jaylen,Sims,1631301
683,Miles,Norris,1641936
684,Keon,Johnson,1630553
685,Maxwell,Lewis,1641721
686,Richaun,Holmes,1626158
687,Josh,Christopher,1630528
688,JT,Thor,1630550
689,Lonnie,Walker IV,1629022
690,Marcus,Bagley,1630542
691,Isaiah,Mobley,1630600
692,Jalen,Hood-Schifino,1641720
693,Ricky,Council IV,1641741
694,Jack,McVeigh,1629098
695,Kenyon,Martin Jr.,1630231
696,Trevelin,Queen,1630243
697,Jeff,Dowtin Jr.,1630288
698,Alex,Reese,1642024
699,Taran,Armstrong,1642379
700,Cole,Swider,1631306
701,Jaylen,Martin,1641798
702,Vasilije,Micic,203995
703,Mason,Jones,1630222
704,Jesse,Edwards,1642399
705,Terry,Taylor,1630678
706,Cam,Reddish,1629629
707,Oshae,Brissett,1629052
708,Marcus,Garrett,1630585
709,Brandon,Boston Jr.,1630527
710,Malachi,Flynn,1630201
711,Jalen,McDaniels,1629667
712,Yuri,Collins,1641879
713,Liam,Robbins,1641857
714,Johnny,Davis,1631098
715,Erik,Stevenson,1641907
716,Jahlil,Okafor,1626143
717,Daishen,Nix,1630227
718,Isaiah,Wong,1631209
719,Jaylen,Nowell,1629669
720,Christian,Wood,1626174
721,Armel,Traore,1642422
722,Josh,Richardson,1626196
723,Reggie,Jackson,202704
724,Daniel,Theis,1628464
725,Chris,Duarte,1630537
726,Taze,Moore,1631386
727,Quincy,Olivari,1642439
728,Eugene,Omoruyi,1630647
729,Bruno,Fernando,1628981
730,Adama,Sanogo,1641766
731,PJ,Dozier,1628408
732,Boo,Buie III,1642486
733,Cui,Yongxi,1642385
734,D.J.,Carton,1630618
735,Grayson,Murphy,1642438
736,DJ,Steward,1630569
737,Nassir,Little,1629642
738,Miye,Oni,1629671
739,Armando,Bacot,1630654
740,Maozinha,Pereira,1641970
741,Warren,Washington,1642514
742,Jahmi'us,Ramsey,1630186
743,Amari,Bailey,1641735
744,Jarrett,Culver,1629633
745,John,Butler Jr.,1631219
746,Taylor,Funk,1641917
747,T.J.,Warren,203933
748,Brodric,Thomas,1630271
749,Boogie,Ellis,1642407
750,Frank,Kaminsky,1626163
751,Jermaine,Samuels Jr.,1631257
752,Seth,Lundy,1641754
753,Cody,Zeller,203469
754,Keita,Bates-Diop,1628966
755,Anzejs,Pasecniks,1628394
756,Jamarion,Sharp,1642481
757,Harry,Giles III,1628385
758,Keyontae,Johnson,1641749
759,Kenneth,Lofton Jr.,1631254
760,Onuralp,Bitim,1641931
761,Dereon,Seabron,1631220
762,Javante,McCoy,1631322
763,Aaron,Estrada,1642401
764,Jordan,Tucker,1630733
765,Judah,Mintz,1641758
766,Max,Fiedler,1642499
767,Andrew,Funk,1641847
768,Will,Richardson,1642019
769,Justin,Lewis,1631171
770,Trhae,Mitchell,1630342
771,Josh,Oduro,1642490
772,Jay,Scrubb,1630206
773,Dmytro,Skapintsev,1631376
774,Nate,Darling,1630268
775,Mamadi,Diakite,1629603
776,Moses,Wood,1642473
777,Skylar,Mays,1630219
778,Devonte',Graham,1628984
779,Nathan,Mensah,1641877
780,Kira,Lewis Jr.,1630184
781,Zhaire,Smith,1629015
782,Jacob,Gilyard,1631367
783,Thon,Maker,1627748
784,Markquis,Nowell,1641806
785,Duane,Washington Jr.,1630613
786,Caleb,Daniels,1641915
787,Adonis,Arms,1631317
788,Alex,O'Connell,1631499
789,Jaylin,Williams,1642444
790,Justin,Holiday,203200
791,Gordon,Hayward,202330
792,Mike,Muscala,203488
793,Damian,Jones,1627745
794,Marcus,Morris Sr.,202694
795,Danilo,Gallinari,201568
796,Patrick,Beverley,201976
797,Thaddeus,Young,201152
798,Isaiah,Thomas,202738
799,Bojan,Bogdanovic,202711
800,Sasha,Vezenkov,1628426
801,JaVale,McGee,201580
802,Trent,Forrest,1630235
803,AJ,Griffin,1631100
804,Wesley,Matthews,202083
805,Usman,Garuba,1630586
806,Zavier,Simpson,1630285
807,Jack,White,1631298
808,Timmy,Allen,1641851
809,Saben,Lee,1630240
810,Ish,Wainright,1630688
811,Alex,Fudge,1641788
812,Troy,Brown Jr.,1628972
813,Chimezie,Metu,1629002
814,RaiQuan,Gray,1630564
815,Evan,Fournier,203095
816,Jerome,Robinson,1629010
817,Darius,Bazley,1629647
818,Luka,Samanic,1629677
819,Boban,Marjanovic,1626246
820,Xavier,Moon,1629875
821,Reggie,Bullock,203493
822,Aleksej,Pokusevski,1630197
823,Davis,Bertans,202722
824,Jordan,Nwora,1629670
825,Javon,Freeman-Liberty,1631241
826,Henri,Drell,1630929
827,Terquavion,Smith,1631173
828,Ashton,Hagans,1630204
829,Admiral,Schofield,1629678
830,Dylan,Windler,1629685
831,Udoka,Azubuike,1628962
832,Cedi,Osman,1626224
833,D.J.,Wilson,1628391
834,Robert,Covington,203496
835,Kobi,Simmons,1628424
836,Joshua,Primo,1630563
837,Jontay,Porter,1629007
838,Jaylin,Galloway,1641945
839,Jordan,Ford,1630259
840,Wenyen,Gabriel,1629117
841,R.J.,Hampton,1630181
842,Izaiah,Brockington,1631167
843,Yuta,Watanabe,1629139
844,Matthew,Hurt,1630562
845,Theo,Maledon,1630177
846,Justin,Jackson,1628382
847,Derrick,Rose,201565
848,Otto,Porter Jr.,203490
849,Justise,Winslow,1626159
850,Malcolm,Cazalon,1630608
851,Joe,Harris,203925
852,Furkan,Korkmaz,1627788
853,James,Bouknight,1630547
854,Ish,Smith,202397
855,Robin,Lopez,201577
856,Ryan,Arcidiacono,1627853
857,Frank,Ntilikina,1628373
858,Danuel,House Jr.,1627863
859,Juan,Toscano-Anderson,1629308
860,Hamidou,Diallo,1628977
861,Victor,Oladipo,203506
862,Greg,Brown III,1630535
863,D'Moi,Hodge,1641793
864,Lindell,Wigginton,1629623
865,Armoni,Brooks,1629717
866,Shaquille,Harrison,1627885
867,Filip,Petrusev,1630196
868,Sir'Jabari,Rice,1641811
869,Kaiser,Gates,1629232
870,Danny,Green,201980
871,Rudy,Gay,200752
872,Rodney,McGruder,203585
873,Cheick,Diallo,1627767
874,Trevor,Hudgins,1631309
875,David,Johnson,1630525
876,Devon,Dotson,1629653
877,Michael,Foster Jr.,1630701
878,Xavier,Cooks,1641645
879,Justin,Powell,1641920
880,Ricky,Rubio,201937
881,Montrezl,Harrell,1626149
882,Azuolas,Tubelis,1641773
883,Bryson,Williams,1631258
884,Bryce,Wills,1642113
885,Dane,Goodwin,1641863
886,Jake,Stephens,1641868
887,Carlik,Jones,1630637
888,Caleb,McConnell,1641799
889,RJ,Hunter,1626154
890,Edmond,Sumner,1628410
891,Matthew,Mayer,1630571
892,Darius,Days,1630620
893,Khem,Birch,203920
894,Isaiah,Roby,1629676
895,Nathan,Knight,1630233
896,Amida,Brimah,1628578
897,Jamorko,Pickett,1630691
898,Au'Diese,Toney,1631421
899,Makur,Maker,1630588
900,Omari,Moore,1641760
901,Tevian,Jones,1641856
902,George,Conditt IV,1642022
903,Kendric,Davis,1630660
904,Donovan,Williams,1631495
905,Javan,Johnson,1641881
906,Vincent,Valerio-Bodon,1641941
907,Mychal,Mulder,1628539
908,Romeo,Langford,1629641
909,Michael,Devoe,1631238
910,Keshawn,Justice,1641864
911,Landers,Nolley II,1641805
912,Armaan,Franklin,1641848
913,Souley,Boum,1641859
914,Max,Heidegger,1641972
915,Chance,Comanche,1628435
916,Deonte,Burton,1629126
917,Joey,Hauser,1641792
918,Nick,Ongenda,1641861
919,Jeremy,Lamb,203087
920,Joe,Wieskamp,1630580
921,Mike,Miles Jr.,1641756
922,Jordan,Walker,1641948
923,Udonis,Haslem,2617
924,Blake,Griffin,201933
925,Dewayne,Dedmon,203473
926,Anthony,Lamb,1630237
927,JaMychal,Green,203210
928,Terrence,Ross,203082
929,Goran,Dragic,201609
930,Meyers,Leonard,203086
931,Raul,Neto,203526
932,Austin,Rivers,203085
933,Marko,Simonovic,1630250
934,Willy,Hernangomez,1626195
935,Will,Barton,203115
936,Theo,Pinson,1629033
937,McKinley,Wright IV,1630593
938,Gorgui,Dieng,203476
939,Mfiondu,Kabengele,1629662
940,Louis,King,1629663
941,Michael,Carter-Williams,203487
942,Gabe,York,1628221
943,George,Hill,201588
944,Willie,Cauley-Stein,1626161
945,Kendrick,Nunn,1629134
946,Isaiah,Todd,1630225
947,D.J.,Augustin,201571
948,Davon,Reed,1628432
949,Xavier,Sneed,1630270
950,Matthew,Dellavedova,203521
951,Jarrell,Brantley,1629714
952,Nerlens,Noel,203457
953,Andre,Iguodala,2738
954,Frank,Jackson,1628402
955,Juancho,Hernangomez,1627823
956,Vernon,Carey Jr.,1630176
957,Leandro,Bolmaro,1630195
958,Chris,Silva,1629735
959,Stanley,Johnson,1626169
960,Bryn,Forbes,1627854
961,KZ,Okpala,1629644
962,Derrick,Favors,202324
963,Sterling,Brown,1628425
964,John,Wall,202322
965,Serge,Ibaka,201586
966,Kemba,Walker,202689
967,Noah,Vonleh,203943
968,Chima,Moneke,1631320
969,Tyler,Dorsey,1628416
970,Facundo,Campazzo,1630267
971,Jordan,Hall,1631160
972,Kostas,Antetokounmpo,1628961
973,Jordan,Schakel,1630648
974,Feron,Hunt,1630624
975,Chasson,Randle,1626184
976,Grant,Golden,1631371
977,Nate,Pierre-Louis,1630321
978,Chris,Chiozza,1629185
979,CJ,Elleby,1629604
980,Eric,Paschall,1629672
981,Kelan,Martin,1629103
982,Zylan,Cheatham,1629597
983,Jake,Layman,1627774
984,Josh,Jackson,1628367
985,Marial,Shayok,1629621
986,Gabe,Brown,1631122
987,Craig,Sword,1628591
988,Jalen,Harris,1630223
989,Deividas,Sirvydis,1629686
990,Langston,Galloway,204038
991,Simisola,Shittu,1629679
992,Devin,Cannady,1629962
993,RJ,Nembhard Jr.,1630612
994,Marquese,Chriss,1627737
995,David,Nwaba,1628021
996,Adam,Mokoka,1629690
997,Trey,Burke,203504
998,Killian,Tillie,1629681
999,EJ,Onu,1630601
1000,Romeo,Weems,1630651
1001,Malik,Fitts,1630238
1002,Quinn,Cook,1626188
1003,Timothe,Luwawu-Cabarrot,1627789
1004,Kent,Bazemore,203145
1005,Luca,Vildoza,1630492
1006,LiAngelo,Ball,1629071
1007,Anthony,Duruji,1631347
1008,Quinndary,Weatherspoon,1629683
1009,Isaiah,Miller,1630627
1010,Abdul,Gaddy,203583
1011,Sean,McDermott,1630253
1012,Drake,Jeffries,1631300
1013,Kellan,Grady,1631242
1014,Maurice,Harkless,203090
1015,Dwayne,Bacon,1628407
1016,LJ,Figueroa,1630835
1017,John,Petty Jr.,1630566
1018,Tommy,Kuhse,1631339
1019,Malik,Ellison,1630707
1020,Tyler,Hall,1629788
1021,DJ,Stewart,1630597
1022,Aleem,Ford,1630758
1023,Marcus,Bingham Jr.,1631234
1024,Justin,Bean,1631368
1025,Robert,Woodard II,1630218
1026,Isaiah,Whaley,1631348
1027,Wes,Iwundu,1628411
1028,Devontae,Cacok,1629719
1029,Juwan,Morgan,1629752
1030,Lucas,Williamson,1631351
1031,Sacha,Killeya-Jones,1630248
1032,Trevion,Williams,1630652
1033,Nemanja,Bjelica,202357
1034,Nik,Stauskas,203917
1035,Rayjon,Tucker,1629730
1036,Paul,Millsap,200794
1037,Greg,Monroe,202328
1038,Hassan,Whiteside,202355
1039,Tony,Snell,203503
1040,Isaac,Bonga,1629067
1041,DeMarcus,Cousins,202326
1042,Matt,Thomas,1629744
1043,LaMarcus,Aldridge,200746
1044,Rodney,Hood,203918
1045,Rajon,Rondo,200765
1046,Ed,Davis,202334
1047,Moses,Wright,1630589
1048,Markus,Howard,1630210
1049,Wayne,Ellington,201961
1050,Avery,Bradley,202340
1051,Dwight,Howard,2730
1052,Melvin,Frazier Jr.,1628982
1053,Jaylen,Hoard,1629658
1054,Georgios,Kalaitzakis,1630686
1055,Gary,Clark,1629109
1056,Jared,Harper,1629607
1057,Gabriel,Lundberg,1630994
1058,Reggie,Perry,1629617
1059,Didi,Louzada,1629712
1060,Keljin,Blevins,1629833
1061,Elijah,Hughes,1630190
1062,Ben,McLemore,203463
1063,Tyler,Cook,1629076
1064,Yves,Pons,1630582
1065,Ignas,Brazdeikis,1629649
1066,Carsen,Edwards,1629035
1067,Lance,Stephenson,202362
1068,Arnoldas,Kulboka,1629083
1069,Cassius,Winston,1630216
1070,Tomas,Satoransky,203107
1071,Brandon,Goodwin,1629164
1072,Scottie,Lewis,1630575
1073,Carmelo,Anthony,2546
1074,Trevor,Ariza,2772
1075,Lou,Williams,101150
1076,Justin,Anderson,1626147
1077,Keifer,Sykes,1626208
1078,Brandon,Knight,202688
1079,Tyrone,Wallace,1627820
1080,Semi,Ojeleye,1628400
1081,Kyle,Guy,1629657
1082,DeAndre',Bembry,1627761
1083,Tim,Frazier,204025
1084,Eric,Bledsoe,202339
1085,Chris,Smith,1630607
1086,Alfonzo,McKinnie,1628035
1087,Kevin,Pangos,1630698
1088,Joel,Ayayi,1630555
1089,Myles,Powell,1629619
1090,Paul,Watson,1628778
1091,Enes,Freedom,202683
1092,Cassius,Stanley,1630199
1093,Dakota,Mathias,1629751
1094,James,Ennis III,203516
1095,Denzel,Valentine,1627756
1096,Norvel,Pelle,203658
1097,Tyler,Johnson,204020
1098,E'Twaun,Moore,202734
1099,Jon,Teske,1630257
1100,Aaron,Henry,1630565
1101,Jaylen,Morris,1628537
1102,Freddie,Gillespie,1630273
1103,Ahmad,Caver,1629958
1104,Jordan,Bell,1628395
1105,Paris,Bass,1628238
1106,Justin,Robinson,1629620
1107,Jabari,Parker,203953
1108,Petr,Cornelie,1627822
1109,Chris,Clemons,1629598
1110,Chaundee,Brown,1630602
1111,Hassani,Gravett,1629755
1112,Jaime,Echenique,1630693
1113,Justin,James,1629713
1114,Damyean,Dotson,1628422
1115,Mario,Chalmers,201596
1116,Cameron,Oliver,1628419
1117,Chandler,Hutchison,1628990
1118,Emanuel,Terry,1629150
1119,Rob,Edwards,1630306
1120,Gabriel,Deck,1630466
1121,Scotty,Hopson,203816
1122,Al-Farouq,Aminu,202329
1123,Malik,Newman,1629005
1124,Tacko,Fall,1629605
1125,Aric,Holman,1629689
1126,Matt,Mooney,1629760
1127,Daniel,Oturu,1630187
1128,Derrick,Walton Jr.,1628476
1129,Trayvon,Palmer,1629309
1130,Jaysean,Paige,1629873
1131,Tremont,Waters,1629682
1132,Javin,DeLaurier,1629602
1133,Jarron,Cumberland,1629600
1134,Tyrell,Terry,1630179
1135,Cat,Barber,1627760
1136,Justin,Tillman,1629460
1137,George,King,1628994
1138,Joe,Johnson,2207
1139,Brad,Wanamaker,202954
1140,Jemerrio,Jones,1629203
1141,Shaq,Buchanan,1629783
1142,Darren,Collison,201954
1143,Tre,Scott,1630286
1144,Ersan,Ilyasova,101141
1145,Emmanuel,Mudiay,1626144
1146,Wayne,Selden,1627782
1147,BJ,Johnson,1629168
1148,Ade,Murkey,1630278
1149,CJ,Miles,101139
1150,JaQuori,McLaughlin,1630605
1151,Abdel,Nader,1627846
1152,Solomon,Hill,203524
1153,Sekou,Doumbouya,1629635
1154,Sam,Dekker,1626155
1155,Daulton,Hommes,1629756
1156,Patrick,Patterson,202335
1157,Aamir,Simms,1630603
1158,Devontae,Shuler,1630675
1159,Grant,Riller,1630203
1160,Mitch,Ballock,1630642
1161,Giorgi,Bezhanishvili,1630793
1162,Tarik,Black,204028
1163,Brian,Bowen II,1628968
1164,Matt,Lewis,1630665
1165,Johnny,Hamilton,1629148
1166,Ibi,Watson,1630801
1167,Elijah,Bryant,1629091
1168,Derrick,Alston Jr.,1630247
1169,MaCio,Teague,1630617
1170,Jared,Cunningham,203099
1171,Matt,Coleman III,1630645
1172,James,Banks III,1630791
1173,Jordan,Bowden,1630275
1174,Brandon,Rachal,1630672
1175,Tyler,Bey,1630189
1176,Johnny,O'Bryant III,203948
1177,Jeremiah,Tilmon,1630777
1178,Khyri,Thomas,1629017
1179,Axel,Toupane,1626253
1180,Ty-Shon,Alexander,1630234
1181,Jeff,Teague,201952
1182,Yogi,Ferrell,1627812
1183,Anthony,Tolliver,201229
1184,Mike,Scott,203118
1185,Mike,James,1628455
1186,Nicolo,Melli,1629740
1187,Jared,Dudley,201162
1188,Marc,Gasol,201188
1189,Rondae,Hollis-Jefferson,1626178
1190,T.J.,Leaf,1628388
1191,Alen,Smailagic,1629346
1192,Nico,Mannion,1630185
1193,JaKarr,Sampson,203960
1194,Cristiano,Felicio,1626245
1195,James,Nunnally,203263
1196,Josh,Hall,1630221
1197,Cam,Reynolds,1629244
1198,Jeremiah,Martin,1629725
1199,Anderson,Varejao,2760
1200,Sindarius,Thornwell,1628414
1201,Donta,Hall,1629743
1202,Aron,Baynes,203382
1203,JJ,Redick,200755
1204,Rodions,Kurucs,1629066
1205,Robert,Franks,1629606
1206,Karim,Mane,1630211
1207,Darius,Miller,203121
1208,Patrick,McCaw,1627775
1209,Greg,Whittington,204222
1210,Will,Magnay,1630266
1211,Justin,Patton,1628383
1212,Terrance,Ferguson,1628390
1213,Vincent,Poirier,1629738
1214,Jalen,Lecque,1629665
1215,Henry,Ellenson,1627740
1216,Iman,Shumpert,202697
1217,Andre,Roberson,203460
1218,Glenn,Robinson III,203922
1219,Jaylen,Adams,1629121
1220,Ray,Spalding,1629034
1221,Frank,Mason III,1628412
1222,Jordan,Bone,1629648
1223,Bruno,Caboclo,203998
1224,Omari,Spellman,1629016
